"month_year","borough","complaint_type","rank","complaint_count"
"2023-02",BRONX,DOOR/WINDOW,8,1220
"2023-02",BRONX,WATER LEAK,9,1019
"2023-02",BRONX,Street Light Condition,10,828
"2023-02",BROOKLYN,Illegal Parking,1,12744
"2023-02",BROOKLYN,HEAT/HOT WATER,2,8597
"2023-02",BROOKLYN,Noise - Residential,3,5772
"2023-02",BROOKLYN,Blocked Driveway,4,4506
"2023-02",BROOKLYN,Abandoned Vehicle,5,2178
"2023-02",BROOKLYN,UNSANITARY CONDITION,6,2059
"2023-02",BROOKLYN,Street Condition,7,1738
"2023-02",BROOKLYN,PLUMBING,8,1628
"2023-02",BROOKLYN,Derelict Vehicles,9,1527
"2023-02",BROOKLYN,Missed Collection,10,1356
"2023-02",MANHATTAN,HEAT/HOT WATER,1,7235
"2023-02",MANHATTAN,Noise - Residential,2,4711
"2023-02",MANHATTAN,Illegal Parking,3,3957
"2023-02",MANHATTAN,Noise - Helicopter,4,2578
"2023-02",MANHATTAN,Noise - Street/Sidewalk,5,2108
"2023-02",MANHATTAN,UNSANITARY CONDITION,6,1561
"2023-02",MANHATTAN,Noise,7,1482
"2023-02",MANHATTAN,Noise - Commercial,8,1229
"2023-02",MANHATTAN,PLUMBING,9,1152
"2023-02",MANHATTAN,Encampment,10,937
"2023-02",QUEENS,Illegal Parking,1,9833
"2023-02",QUEENS,Blocked Driveway,2,4774
"2023-02",QUEENS,HEAT/HOT WATER,3,4119
"2023-02",QUEENS,Noise - Residential,4,3603
"2023-02",QUEENS,Street Condition,5,2229
"2023-02",QUEENS,Abandoned Vehicle,6,1966
"2023-02",QUEENS,Water System,7,1197
"2023-02",QUEENS,Derelict Vehicles,8,1121
"2023-02",QUEENS,Street Light Condition,9,1076
"2023-02",QUEENS,UNSANITARY CONDITION,10,1075
"2023-02",STATEN ISLAND,Street Condition,1,877
"2023-02",STATEN ISLAND,Illegal Parking,2,815
"2023-02",STATEN ISLAND,Electronics Waste Appointment,3,736
"2023-02",STATEN ISLAND,Noise - Residential,4,557
"2023-02",STATEN ISLAND,Missed Collection,5,417
"2023-02",STATEN ISLAND,HEAT/HOT WATER,6,413
"2023-02",STATEN ISLAND,Water System,7,367
"2023-02",STATEN ISLAND,Dirty Condition,8,329
"2023-02",STATEN ISLAND,Abandoned Vehicle,9,310
"2023-02",STATEN ISLAND,Street Light Condition,10,292
"2023-03",BRONX,HEAT/HOT WATER,1,10162
"2023-03",BRONX,Illegal Parking,2,6235
"2023-03",BRONX,Noise - Residential,3,5896
"2023-03",BRONX,UNSANITARY CONDITION,4,2845
"2023-03",BRONX,Blocked Driveway,5,2304
"2023-03",BRONX,PAINT/PLASTER,6,1754
"2023-03",BRONX,PLUMBING,7,1661
"2023-03",BRONX,DOOR/WINDOW,8,1211
"2023-03",BRONX,Noise - Street/Sidewalk,9,1162
"2023-03",BRONX,WATER LEAK,10,1009
"2023-03",BROOKLYN,Illegal Parking,1,14800
"2023-03",BROOKLYN,HEAT/HOT WATER,2,6875
"2023-03",BROOKLYN,Noise - Residential,3,6561
"2023-03",BROOKLYN,Blocked Driveway,4,5323
"2023-03",BROOKLYN,UNSANITARY CONDITION,5,2418
"2023-03",BROOKLYN,Noise - Helicopter,6,2096
"2023-03",BROOKLYN,Street Condition,7,1826
"2023-03",BROOKLYN,Derelict Vehicles,8,1808
"2023-03",BROOKLYN,Missed Collection,9,1666
"2023-03",BROOKLYN,PLUMBING,10,1591
"2023-03",MANHATTAN,HEAT/HOT WATER,1,5636
"2023-03",MANHATTAN,Noise - Residential,2,5231
"2023-03",MANHATTAN,Illegal Parking,3,5130
"2023-03",MANHATTAN,Noise - Helicopter,4,3092
"2023-03",MANHATTAN,Noise - Street/Sidewalk,5,2308
"2023-03",MANHATTAN,Noise,6,1787
"2023-03",MANHATTAN,UNSANITARY CONDITION,7,1735
"2023-03",MANHATTAN,Noise - Commercial,8,1464
"2023-03",MANHATTAN,Street Condition,9,1307
"2023-03",MANHATTAN,PLUMBING,10,1238
"2023-03",QUEENS,Illegal Parking,1,12072
"2023-03",QUEENS,Blocked Driveway,2,5646
"2023-03",QUEENS,Noise - Residential,3,4283
"2023-03",QUEENS,HEAT/HOT WATER,4,3526
"2023-03",QUEENS,Street Condition,5,2140
"2023-03",QUEENS,Abandoned Vehicle,6,2116
"2023-03",QUEENS,Derelict Vehicles,7,1331
"2023-03",QUEENS,Noise - Helicopter,8,1314
"2023-03",QUEENS,Street Light Condition,9,1246
"2023-03",QUEENS,Water System,10,1218
"2023-03",STATEN ISLAND,Illegal Parking,1,1184
"2023-03",STATEN ISLAND,Street Condition,2,925
"2023-03",STATEN ISLAND,Electronics Waste Appointment,3,744
"2023-03",STATEN ISLAND,Noise - Residential,4,546
"2023-03",STATEN ISLAND,Missed Collection,5,485
"2023-03",STATEN ISLAND,Water System,6,443
"2023-03",STATEN ISLAND,HEAT/HOT WATER,7,375
"2023-03",STATEN ISLAND,Abandoned Vehicle,8,361
"2023-03",STATEN ISLAND,Dirty Condition,9,328
"2023-03",STATEN ISLAND,Street Light Condition,10,320
"2023-04",BRONX,Noise - Residential,1,6651
"2023-04",BRONX,Illegal Parking,2,5876
"2023-04",BRONX,HEAT/HOT WATER,3,4879
"2023-04",BRONX,Noise - Street/Sidewalk,4,3008
"2023-04",BRONX,UNSANITARY CONDITION,5,2497
"2023-04",BRONX,Blocked Driveway,6,2081
"2023-04",BRONX,PAINT/PLASTER,7,1504
"2023-04",BRONX,PLUMBING,8,1451
"2023-04",BRONX,Noise - Vehicle,9,1324
"2023-04",BRONX,DOOR/WINDOW,10,994
"2023-04",BROOKLYN,Illegal Parking,1,13675
"2023-04",BROOKLYN,Noise - Residential,2,7234
"2023-04",BROOKLYN,Blocked Driveway,3,4779
"2023-04",BROOKLYN,HEAT/HOT WATER,4,3702
"2023-04",BROOKLYN,Noise - Street/Sidewalk,5,2641
"2023-04",BROOKLYN,UNSANITARY CONDITION,6,2238
"2023-04",BROOKLYN,Noise - Commercial,7,1988
"2023-04",BROOKLYN,Noise - Helicopter,8,1752
"2023-04",BROOKLYN,Abandoned Vehicle,9,1749
"2023-04",BROOKLYN,Missed Collection,10,1743
"2023-04",MANHATTAN,Illegal Parking,1,5378
"2023-04",MANHATTAN,Noise - Residential,2,5243
"2023-04",MANHATTAN,Noise - Helicopter,3,4283
"2023-04",MANHATTAN,Noise - Street/Sidewalk,4,3994
"2023-04",MANHATTAN,HEAT/HOT WATER,5,3827
"2023-04",MANHATTAN,Noise - Commercial,6,2285
"2023-04",MANHATTAN,Noise,7,1765
"2023-04",MANHATTAN,Homeless Person Assistance,8,1689
"2023-04",MANHATTAN,UNSANITARY CONDITION,9,1481
"2023-04",MANHATTAN,Encampment,10,1386
"2023-04",QUEENS,Illegal Parking,1,11249
"2023-04",QUEENS,Noise - Residential,2,5422
"2023-04",QUEENS,Blocked Driveway,3,5127
"2023-04",QUEENS,HEAT/HOT WATER,4,2006
"2023-04",QUEENS,Abandoned Vehicle,5,1952
"2023-04",QUEENS,Missed Collection,6,1816
"2023-04",QUEENS,Drug Activity,7,1610
"2023-04",QUEENS,Noise - Street/Sidewalk,8,1597
"2023-04",QUEENS,Street Condition,9,1497
"2023-04",QUEENS,Derelict Vehicles,10,1308
"2023-04",STATEN ISLAND,Illegal Parking,1,1139
"2023-04",STATEN ISLAND,Electronics Waste Appointment,2,861
"2023-04",STATEN ISLAND,Noise - Residential,3,666
"2023-04",STATEN ISLAND,Street Condition,4,552
"2023-04",STATEN ISLAND,Water System,5,495
"2023-04",STATEN ISLAND,Missed Collection,6,467
"2023-04",STATEN ISLAND,Blocked Driveway,7,312
"2023-04",STATEN ISLAND,Abandoned Vehicle,8,312
"2023-04",STATEN ISLAND,Dirty Condition,9,294
"2023-04",STATEN ISLAND,Sewer,10,263
"2023-05",BRONX,Noise - Residential,1,7691
"2023-05",BRONX,Illegal Parking,2,6514
"2023-05",BRONX,Noise - Street/Sidewalk,3,5498
"2023-05",BRONX,UNSANITARY CONDITION,4,2817
"2023-05",BRONX,HEAT/HOT WATER,5,2315
"2023-05",BRONX,Blocked Driveway,6,2246
"2023-05",BRONX,Noise - Vehicle,7,1852
"2023-05",BRONX,PAINT/PLASTER,8,1622
"2023-05",BRONX,PLUMBING,9,1401
"2023-05",BRONX,DOOR/WINDOW,10,1128
"2023-05",BROOKLYN,Illegal Parking,1,16494
"2023-05",BROOKLYN,Noise - Residential,2,8520
"2023-05",BROOKLYN,Blocked Driveway,3,5084
"2023-05",BROOKLYN,Noise - Street/Sidewalk,4,4207
"2023-05",BROOKLYN,UNSANITARY CONDITION,5,2507
"2023-05",BROOKLYN,Noise - Commercial,6,2241
"2023-05",BROOKLYN,Missed Collection,7,1947
"2023-05",BROOKLYN,Noise - Helicopter,8,1937
"2023-05",BROOKLYN,HEAT/HOT WATER,9,1905
"2023-05",BROOKLYN,Derelict Vehicles,10,1860
"2023-05",MANHATTAN,Illegal Parking,1,6514
"2023-05",MANHATTAN,Noise - Street/Sidewalk,2,5576
"2023-05",MANHATTAN,Noise - Residential,3,5051
"2023-05",MANHATTAN,Noise - Helicopter,4,4273
"2023-05",MANHATTAN,Homeless Person Assistance,5,2326
"2023-05",MANHATTAN,Noise - Commercial,6,2095
"2023-05",MANHATTAN,Encampment,7,1970
"2023-05",MANHATTAN,UNSANITARY CONDITION,8,1804
"2023-05",MANHATTAN,HEAT/HOT WATER,9,1792
"2023-05",MANHATTAN,Noise - Vehicle,10,1681
"2023-05",QUEENS,Illegal Parking,1,12557
"2023-05",QUEENS,Noise - Residential,2,7681
"2023-05",QUEENS,Blocked Driveway,3,5695
"2023-05",QUEENS,Noise - Street/Sidewalk,4,2538
"2023-05",QUEENS,Abandoned Vehicle,5,2344
"2023-05",QUEENS,Street Condition,6,2036
"2023-05",QUEENS,Missed Collection,7,1863
"2023-05",QUEENS,Water System,8,1623
"2023-05",QUEENS,Drug Activity,9,1419
"2023-05",QUEENS,Noise - Vehicle,10,1368
"2023-05",STATEN ISLAND,Illegal Parking,1,1156
"2023-05",STATEN ISLAND,Noise - Residential,2,954
"2023-05",STATEN ISLAND,Electronics Waste Appointment,3,854
"2023-05",STATEN ISLAND,Missed Collection,4,794
"2023-05",STATEN ISLAND,Street Condition,5,593
"2023-05",STATEN ISLAND,Abandoned Vehicle,6,432
"2023-05",STATEN ISLAND,Water System,7,364
"2023-05",STATEN ISLAND,Dirty Condition,8,361
"2023-05",STATEN ISLAND,Overgrown Tree/Branches,9,336
"2023-05",STATEN ISLAND,Blocked Driveway,10,332
"2023-06",BRONX,Noise - Residential,1,6630
"2023-06",BRONX,Illegal Parking,2,6420
"2023-06",BRONX,Noise - Street/Sidewalk,3,4872
"2023-06",BRONX,UNSANITARY CONDITION,4,3003
"2023-06",BRONX,Blocked Driveway,5,2204
"2023-06",BRONX,PAINT/PLASTER,6,1514
"2023-06",BRONX,PLUMBING,7,1493
"2023-06",BRONX,Noise - Vehicle,8,1372
"2023-06",BRONX,HEAT/HOT WATER,9,1149
"2023-06",BRONX,Derelict Vehicles,10,1109
"2023-06",BROOKLYN,Illegal Parking,1,15277
"2023-06",BROOKLYN,Noise - Residential,2,8187
"2023-06",BROOKLYN,Blocked Driveway,3,4913
"2023-06",BROOKLYN,Noise - Street/Sidewalk,4,4362
"2023-06",BROOKLYN,UNSANITARY CONDITION,5,2661
"2023-06",BROOKLYN,Noise - Commercial,6,2303
"2023-06",BROOKLYN,Missed Collection,7,2065
"2023-06",BROOKLYN,Derelict Vehicles,8,1749
"2023-06",BROOKLYN,Abandoned Vehicle,9,1646
"2023-06",BROOKLYN,Noise - Helicopter,10,1573
"2023-06",MANHATTAN,Illegal Parking,1,6060
"2023-06",MANHATTAN,Noise - Street/Sidewalk,2,5155
"2023-06",MANHATTAN,Noise - Residential,3,4415
"2023-06",MANHATTAN,Homeless Person Assistance,4,2501
"2023-06",MANHATTAN,Noise - Helicopter,5,2474
"2023-06",MANHATTAN,Encampment,6,2212
"2023-06",MANHATTAN,Noise - Commercial,7,1915
"2023-06",MANHATTAN,UNSANITARY CONDITION,8,1764
"2023-06",MANHATTAN,Noise,9,1556
"2023-06",MANHATTAN,Noise - Vehicle,10,1335
"2023-06",QUEENS,Illegal Parking,1,12753
"2023-06",QUEENS,Noise - Residential,2,8074
"2023-06",QUEENS,Blocked Driveway,3,5678
"2023-06",QUEENS,Noise - Street/Sidewalk,4,2491
"2023-06",QUEENS,Abandoned Vehicle,5,2341
"2023-06",QUEENS,Street Condition,6,2262
"2023-06",QUEENS,Missed Collection,7,1866
"2023-06",QUEENS,Noise - Commercial,8,1353
"2023-06",QUEENS,Derelict Vehicles,9,1336
"2023-06",QUEENS,Noise - Helicopter,10,1204
"2023-06",STATEN ISLAND,Water System,1,1203
"2023-06",STATEN ISLAND,Illegal Parking,2,1107
"2023-06",STATEN ISLAND,Noise - Residential,3,1027
"2023-06",STATEN ISLAND,Electronics Waste Appointment,4,860
"2023-06",STATEN ISLAND,Missed Collection,5,616
"2023-06",STATEN ISLAND,Street Condition,6,400
"2023-06",STATEN ISLAND,Overgrown Tree/Branches,7,358
"2023-06",STATEN ISLAND,Dirty Condition,8,344
"2023-06",STATEN ISLAND,Abandoned Vehicle,9,343
"2023-06",STATEN ISLAND,Blocked Driveway,10,327
"2023-07",BRONX,Noise - Street/Sidewalk,1,7149
"2023-07",BRONX,Illegal Parking,2,6963
"2023-07",BRONX,Noise - Residential,3,6011
"2023-07",BRONX,Water System,4,4073
"2023-07",BRONX,UNSANITARY CONDITION,5,3571
"2023-07",BRONX,Blocked Driveway,6,2228
"2023-07",BRONX,PLUMBING,7,1892
"2023-07",BRONX,PAINT/PLASTER,8,1843
"2023-07",BRONX,Noise - Vehicle,9,1796
"2023-07",BRONX,WATER LEAK,10,1240
"2023-07",BROOKLYN,Illegal Parking,1,13457
"2023-07",BROOKLYN,Noise - Residential,2,7114
"2023-07",BROOKLYN,Blocked Driveway,3,4781
"2023-07",BROOKLYN,Noise - Street/Sidewalk,4,4665
"2023-07",BROOKLYN,UNSANITARY CONDITION,5,3534
"2023-07",BROOKLYN,Water System,6,2049
"2023-07",BROOKLYN,Dirty Condition,7,1956
"2023-07",BROOKLYN,Abandoned Vehicle,8,1895
"2023-07",BROOKLYN,Damaged Tree,9,1845
"2023-07",BROOKLYN,Illegal Fireworks,10,1798
"2023-07",MANHATTAN,Noise - Street/Sidewalk,1,5744
"2023-07",MANHATTAN,Illegal Parking,2,5076
"2023-07",MANHATTAN,Noise - Residential,3,3262
"2023-07",MANHATTAN,Homeless Person Assistance,4,2604
"2023-07",MANHATTAN,UNSANITARY CONDITION,5,2306
"2023-07",MANHATTAN,Water System,6,2253
"2023-07",MANHATTAN,Encampment,7,1811
"2023-07",MANHATTAN,Noise - Commercial,8,1401
"2023-07",MANHATTAN,Noise - Helicopter,9,1363
"2023-07",MANHATTAN,Illegal Fireworks,10,1152
"2023-07",QUEENS,Illegal Parking,1,12417
"2023-07",QUEENS,Noise - Residential,2,7603
"2023-07",QUEENS,Blocked Driveway,3,5542
"2023-07",QUEENS,Noise - Street/Sidewalk,4,2869
"2023-07",QUEENS,Abandoned Vehicle,5,2342
"2023-07",QUEENS,Drug Activity,6,2195
"2023-07",QUEENS,Missed Collection,7,1984
"2023-07",QUEENS,Street Condition,8,1822
"2023-07",QUEENS,Water System,9,1803
"2023-07",QUEENS,Illegal Fireworks,10,1723
"2023-07",STATEN ISLAND,Illegal Parking,1,1018
"2023-07",STATEN ISLAND,Noise - Residential,2,978
"2023-07",STATEN ISLAND,Electronics Waste Appointment,3,909
"2023-07",STATEN ISLAND,Illegal Fireworks,4,671
"2023-07",STATEN ISLAND,Missed Collection,5,570
"2023-07",STATEN ISLAND,Damaged Tree,6,510
"2023-07",STATEN ISLAND,Overgrown Tree/Branches,7,422
"2023-07",STATEN ISLAND,Abandoned Vehicle,8,400
"2023-07",STATEN ISLAND,Water System,9,397
"2023-07",STATEN ISLAND,Sewer,10,372
"2023-08",BRONX,Noise - Street/Sidewalk,1,6650
"2023-08",BRONX,Illegal Parking,2,6196
"2023-08",BRONX,Noise - Residential,3,6187
"2023-08",BRONX,UNSANITARY CONDITION,4,3780
"2023-08",BRONX,Blocked Driveway,5,2113
"2023-08",BRONX,PAINT/PLASTER,6,1975
"2023-08",BRONX,PLUMBING,7,1930
"2023-08",BRONX,DOOR/WINDOW,8,1391
"2023-08",BRONX,Noise - Vehicle,9,1367
"2023-08",BRONX,Water System,10,1366
"2023-08",BROOKLYN,Illegal Parking,1,14002
"2023-08",BROOKLYN,Noise - Residential,2,7327
"2023-08",BROOKLYN,Noise - Street/Sidewalk,3,4784
"2023-08",BROOKLYN,Blocked Driveway,4,4652
"2023-08",BROOKLYN,UNSANITARY CONDITION,5,3647
"2023-08",BROOKLYN,Abandoned Vehicle,6,2308
"2023-08",BROOKLYN,Dirty Condition,7,2075
"2023-08",BROOKLYN,Damaged Tree,8,1770
"2023-08",BROOKLYN,Missed Collection,9,1766
"2023-08",BROOKLYN,Rodent,10,1701
"2023-08",MANHATTAN,Noise - Street/Sidewalk,1,6103
"2023-08",MANHATTAN,Illegal Parking,2,5756
"2023-08",MANHATTAN,Noise - Residential,3,3783
"2023-08",MANHATTAN,Homeless Person Assistance,4,2942
"2023-08",MANHATTAN,Noise - Helicopter,5,2610
"2023-08",MANHATTAN,Encampment,6,2568
"2023-08",MANHATTAN,UNSANITARY CONDITION,7,2514
"2023-08",MANHATTAN,Noise - Commercial,8,1507
"2023-08",MANHATTAN,Noise,9,1319
"2023-08",MANHATTAN,Rodent,10,1209
"2023-08",QUEENS,Illegal Parking,1,12323
"2023-08",QUEENS,Noise - Residential,2,6869
"2023-08",QUEENS,Blocked Driveway,3,5659
"2023-08",QUEENS,Noise - Street/Sidewalk,4,2938
"2023-08",QUEENS,Abandoned Vehicle,5,2580
"2023-08",QUEENS,Drug Activity,6,2127
"2023-08",QUEENS,Street Condition,7,1829
"2023-08",QUEENS,Missed Collection,8,1814
"2023-08",QUEENS,Damaged Tree,9,1627
"2023-08",QUEENS,UNSANITARY CONDITION,10,1548
"2023-08",STATEN ISLAND,Illegal Parking,1,1056
"2023-08",STATEN ISLAND,Electronics Waste Appointment,2,957
"2023-08",STATEN ISLAND,Noise - Residential,3,933
"2023-08",STATEN ISLAND,Missed Collection,4,561
"2023-08",STATEN ISLAND,Damaged Tree,5,483
"2023-08",STATEN ISLAND,Street Condition,6,440
"2023-08",STATEN ISLAND,Overgrown Tree/Branches,7,390
"2023-08",STATEN ISLAND,Dirty Condition,8,389
"2023-08",STATEN ISLAND,Abandoned Vehicle,9,363
"2023-08",STATEN ISLAND,Noise - Street/Sidewalk,10,358
"2023-09",BRONX,Illegal Parking,1,5969
"2023-09",BRONX,Noise - Residential,2,5844
"2023-09",BRONX,Noise - Street/Sidewalk,3,4374
"2023-09",BRONX,UNSANITARY CONDITION,4,3378
"2023-09",BRONX,Blocked Driveway,5,2233
"2023-09",BRONX,PAINT/PLASTER,6,1922
"2023-09",BRONX,PLUMBING,7,1738
"2023-09",BRONX,WATER LEAK,8,1598
"2023-09",BRONX,DOOR/WINDOW,9,1382
"2023-09",BRONX,HEAT/HOT WATER,10,1163
"2023-09",BROOKLYN,Illegal Parking,1,15169
"2023-09",BROOKLYN,Noise - Residential,2,7766
"2023-09",BROOKLYN,Blocked Driveway,3,5394
"2023-09",BROOKLYN,Noise - Street/Sidewalk,4,4320
"2023-09",BROOKLYN,UNSANITARY CONDITION,5,3462
"2023-09",BROOKLYN,Noise - Commercial,6,2123
"2023-09",BROOKLYN,Sewer,7,2043
"2023-09",BROOKLYN,WATER LEAK,8,1992
"2023-09",BROOKLYN,Missed Collection,9,1950
"2023-09",BROOKLYN,Abandoned Vehicle,10,1818
"2023-09",MANHATTAN,Illegal Parking,1,5681
"2023-09",MANHATTAN,Noise - Street/Sidewalk,2,5403
"2023-09",MANHATTAN,Noise - Residential,3,4346
"2023-09",MANHATTAN,Homeless Person Assistance,4,2932
"2023-09",MANHATTAN,Encampment,5,2728
"2023-09",MANHATTAN,UNSANITARY CONDITION,6,2401
"2023-09",MANHATTAN,Noise - Commercial,7,2029
"2023-09",MANHATTAN,Noise,8,1875
"2023-09",MANHATTAN,Noise - Vehicle,9,1298
"2023-09",MANHATTAN,Dirty Condition,10,1203
"2023-09",QUEENS,Illegal Parking,1,11808
"2023-09",QUEENS,Noise - Residential,2,7002
"2023-09",QUEENS,Blocked Driveway,3,5938
"2023-09",QUEENS,Noise - Street/Sidewalk,4,2680
"2023-09",QUEENS,Drug Activity,5,2406
"2023-09",QUEENS,Abandoned Vehicle,6,2271
"2023-09",QUEENS,Sewer,7,1702
"2023-09",QUEENS,UNSANITARY CONDITION,8,1665
"2023-09",QUEENS,Missed Collection,9,1663
"2023-09",QUEENS,Street Condition,10,1435
"2023-09",STATEN ISLAND,Illegal Parking,1,1079
"2023-09",STATEN ISLAND,Noise - Residential,2,848
"2023-09",STATEN ISLAND,Electronics Waste Appointment,3,805
"2023-09",STATEN ISLAND,Missed Collection,4,538
"2023-09",STATEN ISLAND,Damaged Tree,5,509
"2023-09",STATEN ISLAND,Sewer,6,402
"2023-09",STATEN ISLAND,UNSANITARY CONDITION,7,364
"2023-09",STATEN ISLAND,Abandoned Vehicle,8,360
"2023-09",STATEN ISLAND,Dirty Condition,9,351
"2023-09",STATEN ISLAND,Blocked Driveway,10,349
"2023-10",BRONX,HEAT/HOT WATER,1,6699
"2023-10",BRONX,Illegal Parking,2,6238
"2023-10",BRONX,Noise - Residential,3,6098
"2023-10",BRONX,UNSANITARY CONDITION,4,4041
"2023-10",BRONX,Noise - Street/Sidewalk,5,2841
"2023-10",BRONX,Blocked Driveway,6,2287
"2023-10",BRONX,PAINT/PLASTER,7,2280
"2023-10",BRONX,PLUMBING,8,1946
"2023-10",BRONX,WATER LEAK,9,1565
"2023-10",BRONX,DOOR/WINDOW,10,1549
"2023-10",BROOKLYN,Illegal Parking,1,17222
"2023-10",BROOKLYN,Noise - Residential,2,7920
"2023-10",BROOKLYN,HEAT/HOT WATER,3,6414
"2023-10",BROOKLYN,Blocked Driveway,4,5889
"2023-10",BROOKLYN,UNSANITARY CONDITION,5,3912
"2023-10",BROOKLYN,Noise - Street/Sidewalk,6,3475
"2023-10",BROOKLYN,Missed Collection,7,2341
"2023-10",BROOKLYN,Noise - Commercial,8,2244
"2023-10",BROOKLYN,Abandoned Vehicle,9,2049
"2023-10",BROOKLYN,PAINT/PLASTER,10,1961
"2023-10",MANHATTAN,Illegal Parking,1,6239
"2023-10",MANHATTAN,HEAT/HOT WATER,2,5759
"2023-10",MANHATTAN,Noise - Residential,3,5395
"2023-10",MANHATTAN,Noise - Street/Sidewalk,4,5310
"2023-10",MANHATTAN,Homeless Person Assistance,5,2950
"2023-10",MANHATTAN,Encampment,6,2835
"2023-10",MANHATTAN,UNSANITARY CONDITION,7,2448
"2023-10",MANHATTAN,Noise - Commercial,8,2359
"2023-10",MANHATTAN,Noise,9,2244
"2023-10",MANHATTAN,For Hire Vehicle Complaint,10,1724
"2023-10",QUEENS,Illegal Parking,1,11731
"2023-10",QUEENS,Blocked Driveway,2,6282
"2023-10",QUEENS,Noise - Residential,3,6107
"2023-10",QUEENS,HEAT/HOT WATER,4,2891
"2023-10",QUEENS,Noise - Street/Sidewalk,5,2812
"2023-10",QUEENS,Abandoned Vehicle,6,2355
"2023-10",QUEENS,Noise - Commercial,7,1747
"2023-10",QUEENS,Street Condition,8,1641
"2023-10",QUEENS,UNSANITARY CONDITION,9,1592
"2023-10",QUEENS,Derelict Vehicles,10,1367
"2023-10",STATEN ISLAND,Illegal Parking,1,1154
"2023-10",STATEN ISLAND,Noise - Residential,2,875
"2023-10",STATEN ISLAND,Electronics Waste Appointment,3,742
"2023-10",STATEN ISLAND,Abandoned Vehicle,4,430
"2023-10",STATEN ISLAND,Missed Collection,5,418
"2023-10",STATEN ISLAND,UNSANITARY CONDITION,6,374
"2023-10",STATEN ISLAND,Street Condition,7,373
"2023-10",STATEN ISLAND,HEAT/HOT WATER,8,372
"2023-10",STATEN ISLAND,Blocked Driveway,9,369
"2023-10",STATEN ISLAND,Dirty Condition,10,362
"2023-11",BRONX,HEAT/HOT WATER,1,16214
"2023-11",BRONX,Noise - Residential,2,6004
"2023-11",BRONX,Illegal Parking,3,5891
"2023-11",BRONX,UNSANITARY CONDITION,4,3512
"2023-11",BRONX,Blocked Driveway,5,2306
"2023-11",BRONX,PAINT/PLASTER,6,2020
"2023-11",BRONX,PLUMBING,7,1925
"2023-11",BRONX,DOOR/WINDOW,8,1532
"2023-11",BRONX,WATER LEAK,9,1234
"2023-11",BRONX,Noise - Street/Sidewalk,10,1183
"2023-11",BROOKLYN,Illegal Parking,1,16948
"2023-11",BROOKLYN,HEAT/HOT WATER,2,12531
"2023-11",BROOKLYN,Noise - Residential,3,6559
"2023-11",BROOKLYN,Blocked Driveway,4,6002
"2023-11",BROOKLYN,UNSANITARY CONDITION,5,2946
"2023-11",BROOKLYN,Missed Collection,6,1845
"2023-11",BROOKLYN,Abandoned Vehicle,7,1830
"2023-11",BROOKLYN,Noise - Commercial,8,1661
"2023-11",BROOKLYN,PLUMBING,9,1580
"2023-11",BROOKLYN,Noise,10,1503
"2023-11",MANHATTAN,HEAT/HOT WATER,1,11050
"2023-11",MANHATTAN,Illegal Parking,2,5892
"2023-11",MANHATTAN,Noise - Residential,3,5014
"2023-11",MANHATTAN,Noise - Street/Sidewalk,4,3032
"2023-11",MANHATTAN,Noise - Helicopter,5,2830
"2023-11",MANHATTAN,Homeless Person Assistance,6,2215
"2023-11",MANHATTAN,Encampment,7,2093
"2023-11",MANHATTAN,UNSANITARY CONDITION,8,1994
"2023-11",MANHATTAN,Noise,9,1765
"2023-11",MANHATTAN,Noise - Commercial,10,1751
"2023-11",QUEENS,Illegal Parking,1,11402
"2023-11",QUEENS,HEAT/HOT WATER,2,6940
"2023-11",QUEENS,Blocked Driveway,3,6374
"2023-11",QUEENS,Noise - Residential,4,4890
"2023-11",QUEENS,Abandoned Vehicle,5,1951
"2023-11",QUEENS,Noise - Commercial,6,1649
"2023-11",QUEENS,UNSANITARY CONDITION,7,1398
"2023-11",QUEENS,Derelict Vehicles,8,1381
"2023-11",QUEENS,Street Condition,9,1334
"2023-11",QUEENS,Noise - Street/Sidewalk,10,1316
"2023-11",STATEN ISLAND,Illegal Parking,1,991
"2023-11",STATEN ISLAND,Missed Collection,2,791
"2023-11",STATEN ISLAND,HEAT/HOT WATER,3,563
"2023-11",STATEN ISLAND,Noise - Residential,4,559
"2023-11",STATEN ISLAND,Blocked Driveway,5,366
"2023-11",STATEN ISLAND,Water System,6,326
"2023-11",STATEN ISLAND,Abandoned Vehicle,7,288
"2023-11",STATEN ISLAND,UNSANITARY CONDITION,8,286
"2023-11",STATEN ISLAND,Street Condition,9,276
"2023-11",STATEN ISLAND,Dirty Condition,10,264
"2023-12",BRONX,HEAT/HOT WATER,1,13373
"2023-12",BRONX,Noise - Residential,2,6307
"2023-12",BRONX,Illegal Parking,3,5968
"2023-12",BRONX,UNSANITARY CONDITION,4,3157
"2023-12",BRONX,Blocked Driveway,5,2204
"2023-12",BRONX,PAINT/PLASTER,6,2154
"2023-12",BRONX,PLUMBING,7,2046
"2023-12",BRONX,WATER LEAK,8,1501
"2023-12",BRONX,DOOR/WINDOW,9,1452
"2023-12",BRONX,GENERAL,10,949
"2023-12",BROOKLYN,Illegal Parking,1,16896
"2023-12",BROOKLYN,HEAT/HOT WATER,2,8834
"2023-12",BROOKLYN,Noise - Residential,3,7067
"2023-12",BROOKLYN,Blocked Driveway,4,6119
"2023-12",BROOKLYN,UNSANITARY CONDITION,5,2794
